string,area-0x1F3E-0x9D02_1,,,"バストアップ　　ＯＮ　ＯＦＦ\n
音声　　　　　　ＯＮ　ＯＦＦ","Full Portraits
[sp]<$70>
ON
[sp]<$9A>
OFF
\n

Voices
[sp]<$70>
ON
[sp]<$9A>
OFF",DUPE: F156,,
string,area-0x1F3E-0x9D35_1,,,白の台本　,White Script[sp]<$4A>,DUPE: F149,,
string,area-0x1F3E-0x9D42_1,,,赤の台本　,Red Script[sp]<$94>,DUPE: F150,,
string,area-0x1F3E-0x9D4E_1,,,青の台本　　,Blue Script[br3],DUPE: F151,,
string,area-0x1F3E-0x9D5A_1,,,緑の台本　,Green Script[sp]<$4A>,DUPE: F152,,
string,area-0x1F3E-0x9D66_1,,,黒の台本　,Black Script[sp]<$94>,DUPE: F153,,
string,area-0x1F3E-0x9D72_2,,,セーブしない,Don't save,DUPE: F154,,
string,area-0x1F3E-0x9D7E_1,,,セーブできませんでした。,Unable to save.,DUPE: F155,,
string,area-0x1F3E-0x9D91_1,,,"セーブ　　　　　人物\n
設定　　　　　　地図\n
コマンド終了","Save
[sp]<$70>
Characters
\n

Settings
[sp]<$70>
Map
\n

Close Commands",DUPE: F2259,,
string,area-0x1F3E-0x9DB3_1,,,"地名を書き込む\n
説明を聞く\n
戻る","Fill in place name
\n
Hear explanation
\n
Back",DUPE: F2260,,
string,area-0x1F3E-0x9DCF_1,,,"書き込み方法　　地名の色について
移動方法　　　　地図の縮尺\n
戻る","How to fill in
[sp]<$70>
About name color
\n

How to move
[sp]<$70>
Map scale
\n

Back",DUPE: F2261,,
string,area-0x1F3E-0x9E01_1,Navi: {,},順を追って説明しますね。,I'll explain in order.,DUPE: F2262,,
string,area-0x1F3E-0x9E01_3,,,"１：書き込む\c<$0C>地名\c<$0F>を指すように、\c<$0B>十
字キー\c<$0F>で羽根を動かし、\c<$0B>[I]ボタン\c<$0F>を
押します。","1: Use the \c<$0B>D-Pad\c<$0F> to move the feather so it points to the \c<$0C>place name\c<$0F> to fill in, and press the \c<$0B>I Button\c<$0F>.",DUPE: F2263,,
string,area-0x1F3E-0x9E01_5,,,"２：書き込む\c<$0C>場所\c<$0F>を指すように、\c<$0B>十
字キー\c<$0F>で地図上の羽根を動かして、\c<$0B>
[I]ボタン\c<$0F>を押します。","2: Use the \c<$0B>D-Pad\c<$0F> to move the feather so it points to the \c<$0C>area\c<$0F> to fill in, and press the \c<$0B>I Button\c<$0F>.",DUPE: F2264,,
string,area-0x1F3E-0x9E01_7,,,"３：書き込みを\c<$0C>中止\c<$0F>する時は、\c<$0B>終了\c<$0F>
に羽根を合わせて\c<$0B>[I]ボタン\c<$0F>を押すか\c<$0B>
[II]ボタン\c<$0F>を押して下さい。","3: To \c<$0C>stop\c<$0F> filling in, move the feather to \c<$0B>Done\c<$0F> and press the \c<$0B>I Button\c<$0F>, or press the \c<$0B>II Button\c<$0F>.",DUPE: F2265,,
string,area-0x1F3E-0x9F17_1,Navi: {,},"画面の下に表示される地名の
色は、次のような意味を持っていま
す。",The place names displayed at the bottom of the screen have the following meanings.,DUPE: F2266,,
string,area-0x1F3E-0x9F17_3,,,\c<$09>黄色\c<$0F>‥地名を書き込んでいない。,\c<$09>Yellow:\c<$0F> You haven't filled in the place name.,DUPE: F2267,,
string,area-0x1F3E-0x9F17_5,,,"\c<$08>緑色\c<$0F>‥書き込んだ後。\n
正しいか否かが確認できていない。",\c<$08>Green:\c<$0F> Filled in. Whether it's correct or not is unconfirmed.,DUPE: F2268,,
string,area-0x1F3E-0x9F17_7,,,"\c<$0A>赤色\c<$0F>‥書き込んだ場所が、間違って
いる。",\c<$0A>Red:\c<$0F> The location you filled in is incorrect.,DUPE: F2269,,
string,area-0x1F3E-0x9F17_9,,,\c<$0F>白色\c<$0F>‥書き込んだ場所が正しかった,\c<$0F>White:\c<$0F> The location you filled in was correct.,DUPE: F2270,,
string,area-0x1F3E-0x9FFC_1,Navi: {,},"外に出た時に、ナビが地図を
表示します。","When you leave, Navi will display the map.",DUPE: F2271,,
string,area-0x1F3E-0x9FFC_3,Navi: {,},"画面上の羽根を、行きたい場
所にあわせて、\c<$0B>[I]ボタン\c<$0F>を押してく
ださい。",Move the on-screen feather to the place you want to go and press the \c<$0B>I Button\c<$0F>.,DUPE: F2272,,
string,area-0x1F3E-0xA064_1,Navi: {,},"四角形の\c<$0C>１辺は５００メート
ル\c<$0F>です。",\c<$0C>One square\c<$0F> on the grid is \c<$0C>500 meters\c<$0F>.,DUPE: F2274,,
string,area-0x1F3E-0xA094_1,,,"柳　素子　（やなぎ　もとこ）\n
一時はどうなる事かと思ったけど、
疑いも晴らせて、本当によかったよ","Motoko Yanagi\n
I wasn't sure what was going to happen for a minute there. Thank goodness we got her cleared of suspicion.",DUPE: F2788,,
string,area-0x1F3E-0xA0E4_1,,,"立花　次郎　（たちばな　じろう）
刑事さん。実は綾華のお父さんだっ
たんだよね‥。","Jirou Tachibana\n
A police detective. So he was actually Ayaka's father...",DUPE: F2474,,
string,area-0x1F3E-0xA12B_1,,,"朝霧　正臣　（あさぎり　まさみ）
温子さんの夫。新婚旅行で２つもの
事件に巻き込まれた不運の人。","Masami Aasagiri\n
Atsuko's husband. An unlucky man who's gotten caught up in two incidents on his honeymoon.",DUPE: F2476,,
string,area-0x1F3E-0xA182_1,,,"朝霧　温子　（あさぎり　あつこ）
正臣さんの奥さん。せっかくの新婚
旅行だったのに‥不幸な人だよね。","Atsuko Asagiri\n
Masami's wife. She'd finally gotten to go on her honeymoon, but now...What an unfortunate woman.",DUPE: F2478,,
string,area-0x1F3E-0xA1D2_1,,,"木原　尚子　（きはら　なおこ）\n
ハ虫類研究者。児島にいる珍種のヘ
ビを捕まえるのが目的なんだって。","Naoko Kihara\n
A reptile researcher. Says her goal is to capture rare snake species that are on Kojima.",DUPE: F2278,,
string,area-0x1F3E-0xA224_1,,,"渡部　吟次　（わたべ　ぎんじ）\n
児島の駐在さん。人当りのいい温厚
そうなおじいさん。","Ginji Watabe\n
Kojima's resident officer. Seems like an affable, mild-mannered old man.",DUPE: F2279,,
string,area-0x1F3E-0xA26B_1,,,"老婆\n
鎌を振り回す、謎のお婆さん。あま
りお近付きにはなりたくないなぁ。","Old Woman\n
A mysterious old woman brandishing a sickle. I'd rather not get too close to her...",DUPE: F2280,,
string,area-0x1F3E-0xA2F5_1,,,"武藤　孝弘　（むとう　たかひろ）
被害者。立花さんの亡くなられた同
僚の、息子さんだったんだって。","Takahiro Mutou\n
The victim. Apparently, he was the son of Mr. Tachibana's deceased colleague.",DUPE: F2796,,
string,area-0x1F3E-0xA344_1,,,"榊　弘司　（さかき　こうじ）\n
児島ホテルのオーナー。\n
礼儀正しい紳士さん。","Kouji Sakaki\n
The owner of the Kojima Hotel.\n
A well-mannered gentleman.",DUPE: F2282,,
string,area-0x1F3E-0xA3CE_1,Navi: {,},"\c<$0C>壊れた信号には、必ず意味が
ある\c<$0F>ですか‥。","\c<$0C>In the broken signal, you will surely find meaning\c<$0F>, huh...",,,
string,area-0x1F3E-0xA3CE_3,Navi: {,},"署名の部分には、意味なんて
ないと思いますよ。",I don't think there's any significance to the signature part of it.,,,
string,area-0x1F3E-0xA429_1,Navi: {,},"\c<$0C>壊れた信号\c<$0F>と\c<$0C>意味がある\c<$0F>に分
けられますね。","We could split it up into \c<$0C>the broken signal\c<$0F> and \c<$0C>find meaning\c<$0F>, couldn't we?",,,
string,area-0x1F3E-0xA429_3,Navi: {,},"\c<$0C>意味がある\c<$0F>。\n
つまり\c<$0C>壊れた信号に何か隠されてい
る\c<$0F>って事でしょう？","\c<$0C>Find meaning\c<$0F>.\n
In other words, it means \c<$0C>there's something hidden in a broken signal\c<$0F>, right?",,,
string,area-0x1F3E-0xA49B_1,Navi: {,},問題は\c<$0C>壊れた信号\c<$0F>ですよね。,"The problem is the \c<$0C>broken signal\c<$0F>, isn't it?",,,
string,area-0x1F3E-0xA49B_3,Navi: {,},"\c<$0C>壊れた\c<$0F>が、文字どおりの意味
だとすると‥\c<$0C>信号\c<$0F>は？","If we take `\c<$0C>broken\c<$0F>~ literally, then...the \c<$0C>signal\c<$0F> would be...?",,,
string,area-0x1F3E-0xA4F7_1,,,"素子　　　立花　　　正臣\n
温子　　　木原　　　老婆\n
渡部　　　青年　　　榊","Motoko
[sp]<$4A>
Tachibana
[sp]<$94>
Masami
\n

Atsuko
[sp]<$4A>
Kihara
[sp]<$94>
Old Woman
\n

Watabe
[sp]<$4A>
Young Man
[sp]<$94>
Sakaki",DUPE: F2286,,
string,area-0x1F3E-0xA531_1,Navi: {,},"あぁ～もぉ！\n
ほんとに分からないんですか?!","Aah, come on!\n
You seriously don't get it!?","NOTE: the message before this one repeats three times. if you pick it again after that, you finally get this.",,
string,area-0x1F3E-0xA531_3,Navi: {,},"\c<$0C>壊れた信号\c<$0F>なんて\c<$0C>『壊された
無線機』\c<$0F>に決まってるじゃないです
かぁ！","The \c<$0C>broken signal\c<$0F> is OBVIOUSLY the \c<$0C>broken radio transceiver\c<$0F>, isn't it!?",,,
,,,,"//==================================
// Area block 0x1F5E
//==================================",,,,
string,area-0x1F5E-0x7BBE_1,,,"ようこそ児島へ！\n
　\n
　　　　　　　　児島ホテル","Welcome to Kojima!\n
\n
#SETPADANDCENTER(112, 112)
Kojima Hotel
#DISABLEPADANDCENTER()",DUPE: F2016,,
string,area-0x1F5E-0x7BDB_1,,,"またおいでください。\n
　\n
　　　　　　　　児島ホテル","Come back soon.\n
\n
#SETPADANDCENTER(112, 112)
Kojima Hotel
#DISABLEPADANDCENTER()",DUPE: F2017,,
string,area-0x1F5E-0x7BF9_1,Navi: {,},外に出るんですか？,Are you leaving?,DUPE: F2038,,
string,area-0x1F5E-0x7C15_1,,,"外に出る\n
外に出ない","Leave\n
Don't leave",DUPE: F2039,,
string,area-0x1F5E-0x7C27_1,Navi: {,},"誰かがエレベーターを使って
ますね。\n
しばらく待ちましょう。",Someone's using the elevator. Let's wait a minute.,DUPE: F2098,,
string,area-0x1F5E-0x7C59_1,,,"　\n
　　　　　３０１号室","\n
#SETPADANDCENTER(0, 224)
Room 301
#DISABLEPADANDCENTER()",DUPE: F2183,,
string,area-0x1F5E-0x7C6B_1,,,"　\n
　　　　　３０２号室","\n
#SETPADANDCENTER(0, 224)
Room 302
#DISABLEPADANDCENTER()",DUPE: F2184,,
string,area-0x1F5E-0x7C7D_1,,,"　\n
　　　　　３０３号室","\n
#SETPADANDCENTER(0, 224)
Room 303
#DISABLEPADANDCENTER()",DUPE: F2185,,
string,area-0x1F5E-0x7C8F_1,,,"　\n
　　　　　３０５号室","\n
#SETPADANDCENTER(0, 224)
Room 305
#DISABLEPADANDCENTER()",DUPE: F2186,,
string,area-0x1F5E-0x7CA1_1,,,"　\n
　　　　　４０１号室","\n
#SETPADANDCENTER(0, 224)
Room 401
#DISABLEPADANDCENTER()",DUPE: F2187,,
string,area-0x1F5E-0x7CB3_1,,,"　\n
　　　　　４０２号室","\n
#SETPADANDCENTER(0, 224)
Room 402
#DISABLEPADANDCENTER()",DUPE: F2188,,
string,area-0x1F5E-0x7CC5_1,,,"　\n
　　　　　４０３号室","\n
#SETPADANDCENTER(0, 224)
Room 403
#DISABLEPADANDCENTER()",DUPE: F2189,,
string,area-0x1F5E-0x7CD7_1,,,"　\n
　　　　　４０５号室","\n
#SETPADANDCENTER(0, 224)
Room 405
#DISABLEPADANDCENTER()","DUPE: F2190
NOTE: in what is presumably a scripting error, examining the door to room 403 (Motoko's room) during this segment will show this message",,
string,area-0x1F5E-0x7CE9_1,,,"　\n
　　　　　５０１号室","\n
#SETPADANDCENTER(0, 224)
Room 501
#DISABLEPADANDCENTER()",DUPE: F2191,,
string,area-0x1F5E-0x7CFB_1,,,"　\n
　　　　　５０２号室","\n
#SETPADANDCENTER(0, 224)
Room 502
#DISABLEPADANDCENTER()",DUPE: F2192,,
string,area-0x1F5E-0x7D0D_1,,,"　\n
　　　　　　ＯＰＥＮ","\n
#SETPADANDCENTER(0, 224)
OPEN
#DISABLEPADANDCENTER()",DUPE: F2303,,
string,area-0x1F5E-0x7D22_1,,,"１階ロビー　　　２階レストラン\n
３階　　　　　　４階\n
５階　　　　　　乗らない","1F: Lobby
[sp]<$70>
2F: Restaurant
\n

3F
[sp]<$70>
4F
\n

5F
[sp]<$70>
Don't ride",DUPE: F2194,,
string,area-0x1F5E-0x7D4B_0,,,"てんぐいわ）\n
花コウ岩でできた巨岩塔。","Tengu Rock\n
An enormous rock tower made of granite.",DUPE: F2214,,
string,area-0x1F5E-0x7D4B_2,,,"海上からの高さは、１１．４ｍにも
達します。",It extends 11.4 meters above sea level.,DUPE: F2215,,
string,area-0x1F5E-0x7D4B_4,,,"その昔、児島の天狗と大島の天狗が
力を競い合った時に、児島天狗が投
げた岩であると伝えられています。
岬の先端から、眺めることができま
す。","Legend tells that in ancient times, when the tengu of Kojima had a contest of might with the tengu of Ohshima, the Kojima tengu threw this rock.
[wait][clear]

You can look out upon it from the tip of the cape.",DUPE: F2216,,
string,area-0x1F5E-0x7DEC_1,Navi: {,},‥こっちは裏ですって。,"...Hey, this is the back.",DUPE: F2217,,
string,area-0x1F5E-0x7E0D_0,,,"やこうどう）\n
夜光ゴケが自生する洞窟です。","Noctilucent Cave\n
A cave where noctilucent moss grows natively.",DUPE: F2236,,
string,area-0x1F5E-0x7E0D_2,,,"夜光ゴケはセン類に属するコケ植物
であり、発光する性質を持っている
珍しい植物です。",Noctilucent moss is a bryophyte with the unusual property of emitting light.,DUPE: F2237,,
string,area-0x1F5E-0x7E0D_4,,,"発光のために微量元素を必要とする
ため、自生域は限られています。","Because it requires micronutrients for the emission of light, its native range is limited.",DUPE: F2238,,
string,area-0x1F5E-0x7E0D_6,,,"夜光洞では、洞窟の奥に備えられた
スイッチで照明を消すことができま
す。","In Noctilucent Cave, you can turn off the lights using the switch installed within the cave.",DUPE: F2239,,
string,area-0x1F5E-0x7E0D_8,,,"夜光ゴケと岩石に含まれる鉱物が闇
に放つ光が、幻想的な世界をつくり
あげます。",The light given off by the noctilucent moss and the minerals in the rocks creates a fantastic world.,DUPE: F2240,,
string,area-0x1F5E-0x7F03_1,,,"←照明用スイッチ\n
消した後は、必ずつけるようにして
ください。","[<-] Light Switch\n
After turning off, please be sure to turn back on.",DUPE: F2241,,
